Date,DAT (day),Biomass measured time,biomass_g,plant_id,sheet,row_tier,DAT_numeric,biomass_delta_g,biomass_delta_pct,md,EC_dS_m_mean,EC_dS_m_min,EC_dS_m_max,EC_dS_m_range,EC_dS_m_daily_net_change,WaterTemp_C_mean,WaterTemp_C_min,WaterTemp_C_max,WaterTemp_C_range,WaterTemp_C_daily_net_change,AirTemp_C_mean,AirTemp_C_min,AirTemp_C_max,AirTemp_C_range,AirTemp_C_daily_net_change,AirHum_pct_mean,AirHum_pct_min,AirHum_pct_max,AirHum_pct_range,AirHum_pct_daily_net_change,Volume_L_mean,Volume_L_min,Volume_L_max,Volume_L_range,Volume_L_daily_net_change,EC_dS_m_delta_sum,EC_dS_m_delta_mean,EC_dS_m_delta_abs_mean,WaterTemp_C_delta_sum,WaterTemp_C_delta_mean,WaterTemp_C_delta_abs_mean,AirTemp_C_delta_sum,AirTemp_C_delta_mean,AirTemp_C_delta_abs_mean,AirHum_pct_delta_sum,AirHum_pct_delta_mean,AirHum_pct_delta_abs_mean,Volume_L_delta_sum,Volume_L_delta_mean,Volume_L_delta_abs_mean
2022-03-19,27,06:40:00,182.8,B35,B3,middle,27.0,4.900000000000006,2.754356379988754,03-19,2.1739382910184157,2.1135882744248735,2.2898271623602318,0.17623888793535825,0.1492019029331617,20.459593434387404,18.148827645051195,23.070414083722227,4.9215864386710315,-0.17511103758910096,23.330382355587286,18.351692263936293,27.06254266211604,8.710850398179748,0.2778142485663153,52.89413537385945,45.07798634812286,60.56510558148174,15.487119233358875,-6.503501485918598,48.48976311739719,39.053677553025196,53.596686074769856,14.54300852174466,-11.964223980586112,0.15455916773822054,0.006439965322425856,0.009220303852207179,-0.5020568131689522,-0.020919033882039677,0.4310512371046256,-0.503926655986632,-0.020996943999443,0.7705323284034886,-6.289516728192986,-0.2620631970080411,1.5062357309249086,-11.625701328973747,-0.4844042220405728,1.314591116586259
2022-03-20,28,05:25:00,174.4,B35,B3,middle,28.0,-8.400000000000006,-4.595185995623641,03-20,2.2183429618692316,1.9799625170185324,2.3416422464535125,0.36167972943498006,-0.17394507847240837,20.47783406153986,17.823502855749805,22.612423341691624,4.788920485941819,0.7484343177543984,23.256341576021764,18.0522224930928,26.92679180887372,8.87456931578092,-0.6534129692832735,47.22182862550594,39.04702932367486,54.70667966845441,15.65965034477955,-0.25922082143437564,45.86291089274937,39.33641194072631,56.08331925870985,16.746907317983542,11.415757135723425,-0.16218115245786624,-0.00675754801907776,0.02646729959215118,0.2581671600380737,0.010756965001586405,0.38831974216023185,-0.35907106870051564,-0.014961294529188152,0.7888223321182849,-1.2230723688792935,-0.0509613487033039,1.6269947925131374,11.843353937634703,0.4934730807347793,1.058787774380247
2022-03-21,29,04:00:00,182.6,B35,B3,middle,29.0,8.199999999999989,4.701834862385312,03-21,2.155026314274016,2.1376167241866417,2.187453195942664,0.04983647175602224,0.04983647175602224,20.316381619883447,18.653107287966378,22.18982199739964,3.5367147094332623,-0.3963377504585459,23.292124933733447,18.993563824847342,26.99935049104966,8.005786666202319,-0.2313633303150553,48.552577188440786,40.4315699658703,54.35030414896333,13.91873418309303,3.3333881846253774,52.075182544907825,49.09152894028508,55.59496633940852,6.503437399123442,3.0538316805394743,0.05980718604029844,0.002491966085012435,0.0036817675064081587,-0.9327793526967092,-0.038865806362362885,0.33359203214846805,0.09663839938706076,0.004026599974460865,0.6978669304752616,2.8493757400571127,0.11872398916904636,1.4524268673624163,2.448893318306034,0.10203722159608475,0.6066962881415728
2022-03-22,30,05:00:00,186.3,B35,B3,middle,30.0,3.700000000000017,2.026286966046009,03-22,2.205456149202515,2.1673176358791584,2.284511176861186,0.1171935409820275,0.09984152479733899,19.993200592161976,17.94184531355204,22.615505119453925,4.673659805901885,2.3885478139620844,22.731847071300404,18.849007743028952,26.30358013512572,7.454572392096768,0.9840590293146896,51.475150903753146,46.453378143066104,57.747690731582736,11.294312588516632,2.413573330906729,48.7146294018466,39.17342413768109,55.67104961626439,16.497625478583302,-14.933300111356687,0.09705798091852191,0.005108314785185364,0.0074836457115785805,1.9647173479873068,0.10340617620985826,0.388558013885077,1.2076343468137019,0.06355970246387904,0.7532194467744044,2.2395975119101905,0.11787355325843107,1.9087394918738634,-15.241559435301241,-0.8021873387000653,1.1456179957364365
2022-02-21,1,05:00:00,3.799999999999997,B36,B3,middle,1.0,,,02-21,2.0507413501346234,1.71817804283906,2.1654142218349706,0.4472361789959105,0.38604846656083347,17.974996599783744,-0.9510713265306148,21.57744792784008,22.528519254370693,-0.9096248392189672,23.13459378866125,22.637697348563997,23.466075085324235,0.8283777367602383,-0.0691069977479053,47.45767684089726,45.20689413990852,49.16335991734577,3.956465777437252,-3.186565148243595,76.25381289849894,70.44360895804061,83.55931760871186,13.115708650671252,2.4627051224412355,0.38604846656083347,0.06434141109347224,0.10285703397567007,-0.9096248392189672,-0.15160413986982788,7.468332227252678,-0.0691069977479053,-0.011517832957984217,0.28121834683816793,-3.186565148243595,-0.5310941913739325,0.8395440957953125,2.4627051224412355,0.4104508537402059,5.248744621956703
2022-02-22,2,05:40:00,8.700000000000003,B36,B3,middle,2.0,4.900000000000006,128.9473684210529,02-22,2.1430198144184236,2.0994470925804314,2.170752254545815,0.0713051619653835,0.025303481279910667,19.15271023329696,17.491149073622623,20.41346869703513,2.9223196234125055,-0.9514876076710586,21.721561273826936,17.618424810197112,25.734458510366608,8.116033700169496,4.223001845789511,49.76797445158382,40.494866615588215,59.135923243017345,18.64105662742913,-9.013401418587904,78.96691224558218,74.22665746104474,83.52821855608786,9.301561095043127,-9.240109043395819,0.06257572244810694,0.0026073217686711225,0.014606049658714723,-1.2058419992570428,-0.050243416635710116,0.2843310471372849,0.05045128973090485,0.0021021370721210353,0.8007768302144531,-0.08712532794687178,-0.003630221997786324,2.1650589046767754,-3.846039158111239,-0.1602516315879683,5.134680003362974
2022-02-23,3,06:10:00,10.399999999999999,B36,B3,middle,3.0,1.6999999999999957,19.540229885057414,02-23,2.16771218551074,2.131228892726306,2.2404792179848743,0.10925032525856837,0.07090398369881923,19.05943591081199,17.38012244897959,20.63763691927283,3.2575144702932377,0.2955090954470556,21.929259476116954,17.790702560887837,26.095954934874975,8.305252373987138,4.130801467344618,46.18767563054801,38.562659039725105,55.30020692577372,16.737547886048617,-10.668255612825334,76.64289902091151,71.80212244558956,80.35370100608806,8.551578560498498,-5.958243407774177,0.06846999721443625,0.0028529165506015106,0.011727126528828105,0.25765895846393505,0.010735789935997294,0.26072374925510583,-0.1367709711871079,-0.005698790466129496,0.7942087749491148,-2.109878166283579,-0.08791159026181579,1.4844483648123632,-0.936995618537992,-0.03904148410574967,5.602421682325915
2022-02-24,4,03:30:00,10.899999999999999,B36,B3,middle,4.0,0.5,4.807692307692313,02-24,2.197209689978067,2.167197535876582,2.230026534544529,0.06282899866794711,-0.025054872262852523,19.518737651203825,17.567897552877803,21.4035116203478,3.8356140674699972,0.7952041280676099,22.39829503900536,17.877125850340136,27.190004875670404,9.312879025330268,3.5921173759606297,44.45136783595691,33.781400188061575,53.61149526363446,19.830095075572885,-3.205539400060367,73.74911913617412,70.25128322363926,78.64032233786999,8.389039114230727,-2.967859494908197,-0.03152888603659454,-0.0013137035848581058,0.006828550188384445,0.7242627115692706,0.030177612982052942,0.28945689264044683,-0.28855987787606097,-0.012023328244835874,0.8287618965390481,2.4391728192983635,0.10163220080409847,1.870533670663941,-0.14264780346101702,-0.0059436584775423755,3.814619726641812
2022-02-25,5,05:00:00,13.799999999999997,B36,B3,middle,5.0,2.8999999999999986,26.60550458715596,02-25,2.2038187659615756,2.18114583349578,2.239024096814626,0.05787826331884638,0.031144726966375824,20.039943648036576,18.40467404982471,21.889293764946245,3.4846197151215357,0.27248490863922115,22.43333714245084,18.297278911564625,27.0608399503146,8.763561038749977,3.6718377794803914,47.46148901184478,38.89724437556593,55.22207837059739,16.324833995031454,-8.120640918483431,71.36623194906691,65.899157352503,74.15934295583007,8.260185603327074,-6.382703221862172,0.033255147547668784,0.0013856311478195327,0.004138261513969048,0.1136380569292541,0.004734919038718921,0.28565005722140907,0.12944208400083212,0.005393420166701339,0.7691885443028187,-0.2534001996703097,-0.01055834165292957,1.7951541737286487,-6.7971104844990435,-0.2832129368541268,2.031322724998144
2022-02-26,6,06:50:00,17.0,B36,B3,middle,6.0,3.200000000000003,23.188405797101485,02-26,2.267068426455968,2.2197552684950104,2.4190627717996835,0.19930750330467317,0.177937830216365,19.99218923332985,18.487298321376336,21.543292517006805,3.0559941956304684,-0.23244243226300298,22.390030366526588,18.57951173643519,26.240765248078752,7.661253511643562,4.1546899305797425,47.687699573572324,40.03503401360545,56.13606893269254,16.10103491908709,-8.45334331684893,68.38132114650496,63.732446203348616,71.87666017473921,8.144213971390599,-6.237776799815748,0.18082385138381385,0.0075343271409922434,0.009785169503634191,-0.44633823802558226,-0.018597426584399262,0.277660719848235,0.5561056163079563,0.023171067346164847,0.6846158087808502,-2.1424250075456825,-0.08926770864773677,1.5874692005641855,-0.711020179623219,-0.029625840817634124,4.435619866579523
2022-02-27,7,07:40:00,20.5,B36,B3,middle,7.0,3.5,20.58823529411764,02-27,2.423150805561319,2.3992809937538198,2.468525344284703,0.06924435053088329,0.04949737533333698,19.414954941646737,17.712301136495554,21.054703147129153,3.3424020106335988,-0.28039314736133036,22.02414224016024,18.113170694899118,26.168533932344268,8.05536323744515,3.8911265700819513,33.22807811348237,24.871584999187387,46.80952380952381,21.937938810336423,-13.041653316616745,64.26955689062369,59.00235858806807,70.68152668919434,11.679168101126272,-11.679168101126272,0.05070300232737823,0.002112625096974093,0.005616762285500805,-0.3885889229411923,-0.01619120512254968,0.2947247060086829,-0.1858123795593336,-0.0077421824816389,0.7669592794455663,-9.285367764853376,-0.38689032353555736,1.441271243992478,-6.6365247868553965,-0.27652186611897484,3.0727233392867213
2022-02-28,8,07:40:00,24.0,B36,B3,middle,8.0,3.5,17.07317073170731,02-28,2.4807017460800105,2.4570962498351334,2.532777316752023,0.0756810669168897,0.06532160682862731,19.47862145449761,17.147754260407233,21.642008503401357,4.494254242994124,0.6853680260500106,22.147203212912014,17.421727786677813,26.507326275219988,9.085598488542175,4.018774233242787,37.57195618861879,31.774110190151145,42.96653984119245,11.192429651041305,2.8333254974344584,60.22425402922462,55.11834315802204,64.9231918309497,9.804848672927662,-5.081323672404309,0.06425197246732006,0.0026771655194716693,0.00537500319321151,0.4511523472870351,0.01879801447029313,0.35572317244588386,-0.1220139420956059,-0.005083914253983579,0.8569839504345543,6.5186125815513805,0.27160885756464087,1.4613828644370146,-3.884015430046027,-0.16183397625191778,2.694317679160258
2022-03-01,9,06:45:00,28.5,B36,B3,middle,9.0,4.5,18.75,03-01,2.3976368324301576,2.234318027500926,2.531909056096879,0.2975910285959529,0.27581361901648505,19.23501391307376,18.281324638387776,19.813267581435305,1.5319429430475289,-0.512443018504328,21.38564679782607,18.330449142114183,23.27159080355692,4.941141661442735,3.7775150333170835,53.2723817819221,47.57709044368601,60.25518533351908,12.67809488983307,-9.165582120220101,61.065548535206055,56.59527959648122,65.84023330846344,9.24495371198222,-5.082778944907517,0.28057074591922104,0.01169044774663421,0.014378468200733093,-0.5529959833762845,-0.023041499307345188,0.14531241583664212,-0.4564437208330432,-0.019018488368043467,0.543094892251554,-0.6918994218847914,-0.028829142578532974,1.4226554942227165,-0.4423801966927954,-0.018432508195533142,3.22373556299889
2022-03-02,10,06:55:00,34.0,B36,B3,middle,10.0,5.5,19.298245614035082,03-02,2.517876264337119,2.4934473622063464,2.5424679988694874,0.04902063666314094,0.015240308099178979,18.230209041950115,16.675404587773674,19.131042737572848,2.4556381497991744,-0.11339831325021521,20.699501755338087,16.525724095098795,22.910940656125927,6.385216561027132,3.570946228320686,45.127978439669384,40.26853886605837,54.04367323721298,13.775134371154607,-9.12300358710037,56.52965471950508,53.24841853201361,59.62334419792503,6.3749256659114195,-2.4003195225408405,0.021680243245724373,0.0009033434685718489,0.004028297254211555,-0.3897988205521159,-0.01624161752300483,0.22813754179146142,-0.76569820761069,-0.03190409198377875,0.5847988278075725,-4.0624724292447425,-0.16926968455186428,1.414595304845487,-5.443743589292353,-0.22682264955384804,2.0199067487664206
2022-03-03,11,09:50:00,38.5,B36,B3,middle,11.0,4.5,13.235294117647056,03-03,2.5429157653419643,2.51027371456066,2.594593934761734,0.08432022020107377,0.04716313019112839,18.10863428795864,16.427855088110327,19.29476293213531,2.8669078440249827,-0.035959317173961836,20.661917914914223,16.481598117062525,23.091184323558778,6.609586206496253,3.9187561542219456,46.689647555352614,41.02362811539595,51.45912272758933,10.43549461219338,-8.798653117916487,51.955021569897035,48.107727591496165,55.617315641587936,7.5095880500917715,-0.5146326649344246,0.05212593589224657,0.0021719139955102738,0.006078496837562601,-0.3987640930092127,-0.016615170542050528,0.25552415754413244,-0.284263278807245,-0.011844303283635208,0.6348676494252782,-2.490989899045317,-0.10379124579355488,1.5771936414503387,-3.289483171981786,-0.1370617988325744,1.9580424202305153
2022-03-04,12,08:20:00,43.0,B36,B3,middle,12.0,4.5,11.688311688311682,03-04,2.3858604638944105,2.192816053344158,2.6031918074420166,0.41037575409785854,-0.34476667171867303,18.156328885009636,15.950970740173204,19.553341250493368,3.6023705103201635,1.3532586485105966,20.907126266319953,16.294419388915976,23.65884963200297,7.364430243086993,5.632077557985653,46.32380816945663,43.613549720229386,50.825592045692,7.212042325462612,-1.4175799842121108,52.0505311747313,46.28500029084999,58.11355120865905,11.828550917809054,4.767973008164816,-0.3418421461282879,-0.014243422755345328,0.020446141955986447,0.9087023867567474,0.03786259944819781,0.2749264804044483,1.6292192816862077,0.06788413673692532,0.5915231258837083,3.5338409473144594,0.14724337280476915,0.9307752155760086,0.9422672073151688,0.03926113363813203,2.59540715481946
2022-03-05,13,07:30:00,48.5,B36,B3,middle,13.0,5.5,12.790697674418606,03-05,2.255773723641051,2.2364003643965242,2.2882926987427195,0.051892334346195224,0.03429911229368576,19.019739321894857,17.656335556406866,20.06856262914722,2.412227072740354,0.17324667990062537,21.420589840031578,17.86750162522347,23.514975853822758,5.64747422859929,4.001472568549605,51.185642891969074,47.04782771470363,53.90617236655754,6.858344651853912,1.5851666434491847,50.99103444563183,46.53240959911644,54.556871853147314,8.024462254030873,-8.024462254030873,0.035540910109273405,0.0014808712545530585,0.0034867491758699596,0.14520054677160843,0.006050022782150351,0.19648850710648244,-0.1395387847971925,-0.005814116033216354,0.6025577438028678,7.65238472522114,0.31884936355088084,1.2912863474456913,-5.601906650719052,-0.2334127771132938,1.6747188660603365
2022-03-06,14,06:00:00,55.5,B36,B3,middle,14.0,7.0,14.432989690721643,03-06,2.2642269733869074,2.20288844022693,2.2868589420955425,0.08397050186861232,-0.047268584833256355,19.81909795212169,18.65810140233568,21.260377063453365,2.602275661117684,0.42515082654221814,22.07669578283532,19.121423347496,24.52737340670057,5.405950059204571,3.6968836339996756,53.41556746418704,49.049654059576056,59.7705303452439,10.720876285667842,-9.323231118385912,48.57062095362732,44.072519009927255,54.07021121649754,9.997692206570285,0.260115165683942,-0.04870234148043329,-0.002029264228351387,0.006501866111023676,0.379579659167419,0.01581581913197579,0.20104048596116453,-0.061775904901210765,-0.0025739960375504487,0.5300149027187668,-2.518558310696278,-0.10493992961234493,1.314240706236988,3.049831492698182,0.12707631219575757,2.6485330298913143
2022-03-07,15,06:00:00,63.400000000000006,B36,B3,middle,15.0,7.900000000000006,14.234234234234243,03-07,2.2413643268397108,2.213488945244987,2.3090397830739517,0.09555083782896467,0.06876660599802076,19.84068052048749,18.565514783729196,21.646725499756215,3.0812107160270195,-0.15987836363214214,22.274508756858832,18.88364531819554,25.862423962759163,6.978778644563622,3.5730314480741185,44.3500263252343,37.11280676092963,55.01146682222377,17.898660061294137,-16.994611803765864,49.18228441591922,43.89021623844893,52.79945790706202,8.909241668613092,-7.413662645925086,0.06944942581166558,0.002893726075486066,0.005553019091782592,-0.29039069211301793,-0.012099612171375748,0.268867171840294,-0.008148173945343729,-0.00033950724772265534,0.6432442217501331,-12.006239116807137,-0.5002599632002974,1.1606434724060257,-5.6920248533656945,-0.23716770222357061,2.208859982234738
2022-03-08,16,07:30:00,71.7,B36,B3,middle,16.0,8.299999999999997,13.091482649842256,03-08,2.301275007766373,2.1431543602853527,2.434157672391555,0.2910033121062021,-0.14263209079890427,19.870399246060767,18.18452814538785,21.806055687121265,3.621527541733414,0.7063406004039798,22.4530187437603,18.870961319681456,26.125609168582105,7.25464784890065,4.089315897007264,38.945343831503024,35.64930869958906,43.122810882032,7.473502182442942,2.5697563325671666,45.58589555741177,39.76895908453852,54.90213163144776,15.133172546909236,8.087399166709439,-0.1414893905733834,-0.005895391273890975,0.01968925879764764,0.5244086624410791,0.02185036093504496,0.28295694850750275,0.3101338487613461,0.012922243698389421,0.6432362165571576,5.233419238002369,0.2180591349167654,0.9112033522168819,10.608148829289426,0.44200620122039275,2.6368685955688336
2022-03-09,17,09:00:00,79.8,B36,B3,middle,17.0,8.099999999999994,11.297071129707103,03-09,2.145162097376168,2.0920869540305578,2.172394023592764,0.08030706956220612,0.001890619471049959,19.563143565517787,17.96373987137517,21.138300277448863,3.1745604060736916,-0.04367450836990372,21.95741763357789,18.066370353602192,24.818086705672027,6.751716352069835,4.5188914815072785,49.72472602166578,47.30257975203733,51.681197615565,4.378617863527666,-0.5837416707297294,52.18333159651346,47.90801650010293,55.04371575751689,7.135699257413961,-6.48019621416924,0.004550925055765376,0.00018962187732355731,0.006881877674174068,-0.3986158842376497,-0.016608995176568737,0.2811556956827097,0.28978808246847976,0.012074503436186657,0.6952035713318311,4.5284120986278396,0.18868383744282666,1.1557645733207955,-6.590348567635424,-0.2745978569848093,0.7481581728300517
2022-03-10,18,02:45:00,86.6,B36,B3,middle,18.0,6.799999999999997,8.521303258145352,03-10,2.178582648762321,2.136724523999995,2.2781073333650603,0.1413828093650653,0.10346762077939031,19.546734526307926,18.044828057161432,20.75273807202062,2.7079100148591877,0.39725281511922006,21.81353383392235,18.256058020477816,23.98402869680295,5.7279706763251355,4.375224919319262,47.67830409950001,41.54571579485036,53.57263529985373,12.02691950500337,-4.895538471361242,48.23225519133444,45.4033768852877,52.48916331507925,7.085786429791554,2.695319260899666,0.11297262064831415,0.005135119120377916,0.007986428881568792,0.5426306911843213,0.02466503141746915,0.22709486344956822,0.10728796638109017,0.004876725744595008,0.6180741471270477,3.4307680922198216,0.15594400419181007,1.201949041329221,2.7184019358820493,0.12356372435827497,0.6904489613372498
2022-03-11,19,07:50:00,94.1,B36,B3,middle,19.0,7.5,8.660508083140872,03-11,2.266922730601362,2.2486118590638853,2.2891857438540075,0.04057388479012225,0.011338566809436568,19.794862600173744,18.78540758282835,21.115384371154605,2.329976788326256,-0.10156255369041745,22.14927296643914,18.96570372176174,24.63081133477282,5.665107613011077,-0.023380000464346296,50.7010986945973,41.11939181816071,60.34231530496157,19.222923486800866,-1.7571501126047764,49.105475289193976,46.149123429537724,51.500746155910875,5.351622726373151,-4.511788587858291,0.011078410488947199,0.0004616004370394666,0.0030568334128772503,-0.2016596143576841,-0.00840248393157017,0.2025672162920915,-0.10147401964198721,-0.004228084151749467,0.550839783438973,-0.24039986301688288,-0.010016660959036786,1.8021825517749752,-4.658881312852941,-0.19412005470220586,0.7244445023582546
2022-03-12,20,07:30:00,101.80000000000001,B36,B3,middle,20.0,7.700000000000017,8.182784272051036,03-12,2.3076999538827256,2.2769069770914006,2.3703291681075243,0.0934221910161237,0.011223174244146872,19.748531220736304,18.472383970653105,21.261219857909033,2.788835887255928,0.3771483712939059,22.124138909687883,18.652033851083097,24.571237317452578,5.919203466369481,0.2686436349283774,53.39120891957466,45.03599695851037,59.565617236655754,14.529620278145387,-4.917026247359004,45.267035916842055,41.60432340398586,49.49600774213454,7.8916843381486785,2.3709526065041615,0.011623950165643215,0.0004843312569018006,0.008628610166982909,0.28754603445473137,0.01198108476894714,0.2296801257903621,0.22732377934109138,0.00947182413921214,0.5662499250268939,-3.4007000069652378,-0.14169583362355156,1.6763852127881875,2.1152192602888817,0.08813413584537007,0.7400917890663697
2022-03-13,21,06:50:00,110.19999999999999,B36,B3,middle,21.0,8.399999999999977,8.251473477406645,03-13,2.3588986520387176,2.309492179867577,2.493257294396574,0.18376511452899713,0.18376511452899713,19.87758070661427,18.09449987230387,21.92715594019178,3.8326560678879105,0.23574957628101956,22.28144493007669,18.30562588516635,25.803434155232058,7.497808270065708,-0.45617875136402475,42.64376636106661,34.76771928908082,53.249006001718094,18.48128671263727,-6.621994787676158,46.184953866438896,42.547035344993404,48.928001599488155,6.380966254494751,-6.146263709417084,0.19244760037692332,0.008018650015705139,0.008829432325116368,0.04193282022706768,0.0017472008427944867,0.3176408048145314,-0.7552329293492157,-0.031468038722883986,0.677232179134453,-7.2324679018365,-0.3013528292431875,1.4790447023519313,-5.703627481379321,-0.23765114505747173,0.42554406003570566
2022-03-14,22,06:45:00,117.6,B36,B3,middle,22.0,7.400000000000006,6.715063520871145,03-14,2.5203633322835994,2.3976601466503675,2.5628952591067558,0.16523511245638822,,19.712581425928207,18.323198677764623,22.164198717948715,3.841000040184092,,22.211554940490824,18.81535778133779,26.349394314039607,7.5340365327018155,,36.269482611522776,33.41155743066457,38.933849632002975,5.522292201338402,,40.539493332120934,38.17763792540363,42.909380082866235,4.731742157462605,,0.048737171873912466,0.0027076206596618035,0.022147822564852544,2.0537491463111905,0.11409717479506615,0.3126806074476107,2.5375012457069985,0.14097229142816659,0.7446154912768755,-4.391971626009294,-0.243998423667183,1.0835448508842598,-3.9193302835553254,-0.2177405713086292,0.47889206912407745
2022-03-15,23,06:00:00,123.30000000000001,B36,B3,middle,23.0,5.700000000000017,4.846938775510212,03-15,2.2888383487524613,2.242917276030127,2.327265411103178,0.08434813507305083,,22.11758512931112,21.312944719184607,22.60285957446808,1.2899148552834738,,25.26247701952346,24.0710730537949,25.953254219776646,1.882181165981745,,35.67295296632561,34.66670642659794,37.32899892038727,2.66229249378933,,47.74486372940478,45.6667319947957,53.26255649860073,7.595824503805034,,0.08434813507305083,0.014058022512175139,0.014058022512175139,-1.2899148552834738,-0.2149858092139123,0.2149858092139123,-1.8765665170361565,-0.31276108617269277,0.3146326358212222,-0.33579729953495985,-0.05596621658915998,0.83146461467395,-7.595824503805034,-1.2659707506341722,1.2823959061587662
2022-03-16,24,05:08:00,131.9,B36,B3,middle,24.0,8.599999999999994,6.97485806974858,03-16,2.2012509427434446,1.1177537754375284,2.457846100336984,1.3400923248994556,-1.2078700677912328,20.583143110842176,18.306178832625196,22.480994091151814,4.174815258526618,0.3100257714007171,23.08927304141224,18.346539144668107,26.685437417287737,8.33889827261963,0.11615356040026725,42.7429596746264,35.244816698010254,47.69606550811451,12.451248810104254,10.865186552436676,44.86784934780658,41.06192884970088,48.91807102523444,7.856142175533563,2.231655854809361,-1.1962050381942229,-0.04984187659142595,0.062247757572282104,-0.12309410043881286,-0.0051289208516172025,0.3538301510877391,-0.4075915349074819,-0.016982980621145078,0.7527058035956138,11.907156497411243,0.49613152072546846,1.822582903326291,2.3973356100617593,0.09988898375257331,0.8370357078631118
2022-03-17,25,07:10:00,138.9,B36,B3,middle,25.0,7.0,5.307050796057622,03-17,1.1129333395384597,0.1731048112167251,1.704212347819154,1.531107536602429,-0.9603730922633615,20.439781496202006,18.04774428269601,22.5732252559727,4.525480973276693,0.4586901743632623,22.967716870593517,17.951493174061433,26.833244816698013,8.88175164263658,-0.3070909080355655,50.302184547027004,41.974561479882055,55.90446675257134,13.929905272689282,-0.9809364189361673,46.71514073750353,43.421987443246394,51.33296229400395,7.910974850757555,2.8294458701992653,-0.9579555616922298,-0.03991481507050958,0.14381856784418187,-0.16345109238234556,-0.006810462182597732,0.38393387662232215,0.04385752594553338,0.0018273969143972242,0.8089450534195478,-0.49946396647395375,-0.020810998603081405,1.6283226750597841,2.012737279840124,0.08386405332667184,0.7695473197253921
2022-03-18,26,06:51:00,146.2,B36,B3,middle,26.0,7.299999999999983,5.255579553635692,03-18,1.2649507224901522,0.1,2.1352679946220112,2.035267994622011,2.018806569243701,20.618211129830204,18.48444065612593,22.67354266211604,4.189102005990112,0.8294335747951074,23.4063014895947,18.675961493812544,26.59943059134917,7.923469097536625,0.7489209677044926,50.775095977668656,44.69855674351652,57.94479144900281,13.246234705486287,5.8807141115832025,50.01227712316927,47.465442770282635,53.593945814761746,6.12850304447911,2.2945269481091586,1.9621631834052862,0.08175679930855359,0.088275724850429,0.33493922825102374,0.01395580117712599,0.33513603265538333,0.8352569013953719,0.03480237089147383,0.6465694724988968,5.372175593786999,0.22384064974112494,1.4607508532423212,2.808987818426502,0.11704115910110424,0.5548469089689926
2022-03-19,27,06:40:00,152.1,B36,B3,middle,27.0,5.900000000000006,4.035567715458277,03-19,2.1739382910184157,2.1135882744248735,2.2898271623602318,0.17623888793535825,0.1492019029331617,20.459593434387404,18.148827645051195,23.070414083722227,4.9215864386710315,-0.17511103758910096,23.330382355587286,18.351692263936293,27.06254266211604,8.710850398179748,0.2778142485663153,52.89413537385945,45.07798634812286,60.56510558148174,15.487119233358875,-6.503501485918598,48.48976311739719,39.053677553025196,53.596686074769856,14.54300852174466,-11.964223980586112,0.15455916773822054,0.006439965322425856,0.009220303852207179,-0.5020568131689522,-0.020919033882039677,0.4310512371046256,-0.503926655986632,-0.020996943999443,0.7705323284034886,-6.289516728192986,-0.2620631970080411,1.5062357309249086,-11.625701328973747,-0.4844042220405728,1.314591116586259
2022-03-20,28,05:25:00,147.4,B36,B3,middle,28.0,-4.699999999999989,-3.0900723208415415,03-20,2.2183429618692316,1.9799625170185324,2.3416422464535125,0.36167972943498006,-0.17394507847240837,20.47783406153986,17.823502855749805,22.612423341691624,4.788920485941819,0.7484343177543984,23.256341576021764,18.0522224930928,26.92679180887372,8.87456931578092,-0.6534129692832735,47.22182862550594,39.04702932367486,54.70667966845441,15.65965034477955,-0.25922082143437564,45.86291089274937,39.33641194072631,56.08331925870985,16.746907317983542,11.415757135723425,-0.16218115245786624,-0.00675754801907776,0.02646729959215118,0.2581671600380737,0.010756965001586405,0.38831974216023185,-0.35907106870051564,-0.014961294529188152,0.7888223321182849,-1.2230723688792935,-0.0509613487033039,1.6269947925131374,11.843353937634703,0.4934730807347793,1.058787774380247
2022-03-21,29,04:00:00,154.3,B36,B3,middle,29.0,6.900000000000006,4.681139755766628,03-21,2.155026314274016,2.1376167241866417,2.187453195942664,0.04983647175602224,0.04983647175602224,20.316381619883447,18.653107287966378,22.18982199739964,3.5367147094332623,-0.3963377504585459,23.292124933733447,18.993563824847342,26.99935049104966,8.005786666202319,-0.2313633303150553,48.552577188440786,40.4315699658703,54.35030414896333,13.91873418309303,3.3333881846253774,52.075182544907825,49.09152894028508,55.59496633940852,6.503437399123442,3.0538316805394743,0.05980718604029844,0.002491966085012435,0.0036817675064081587,-0.9327793526967092,-0.038865806362362885,0.33359203214846805,0.09663839938706076,0.004026599974460865,0.6978669304752616,2.8493757400571127,0.11872398916904636,1.4524268673624163,2.448893318306034,0.10203722159608475,0.6066962881415728
